単語, SVL, 回数
coexistence, 10, 11
cognitive, 10, 49
cohesion, 10, 7
colloquial, 10, 4
colossal, 10, 19
coma, 10, 26
commencement, 10, 1
commoner, 10, 0
communal, 10, 16
complementary, 10, 12
complexion, 10, 4
compliance, 10, 37
complimentary, 10, 7
composure, 10, 28
compression, 10, 5
concealment, 10, 1
concord, 10, 3
concur, 10, 10
confidentiality, 10, 12
configuration, 10, 15
conjunction, 10, 22
connector, 10, 2
consecutive, 10, 270
consign, 10, 6
consortium, 10, 67
constrain, 10, 17
construe, 10, 5
consul, 10, 8
consulate, 10, 18
contemplation, 10, 2
contender, 10, 140
continuance, 10, 0
convene, 10, 38
converge, 10, 19
convertible, 10, 11
conveyance, 10, 2
convoy, 10, 98
coral, 10, 25
countdown, 10, 24
coronation, 10, 65
counterclockwise, 10, 0
counteract, 10, 14
courier, 10, 16
covenant, 10, 1
courtroom, 10, 31
covet, 10, 7
crafty, 10, 6
crank, 10, 5
creditable, 10, 1
creepy, 10, 14
crib, 10, 1
crossed, 10, 127
crucify, 10, 8
culminate, 10, 29
culprit, 10, 18
cumulative, 10, 13
custodian, 10, 7
cutlery, 10, 1
dangle, 10, 8
dainty, 10, 1
debtor, 10, 10
decease, 10, 0
debris, 10, 56
deceased, 10, 21
deduce, 10, 1
default, 10, 108
defer, 10, 23
defiance, 10, 49
defiant, 10, 47
deficient, 10, 1
definitive, 10, 37
deflect, 10, 57
delinquent, 10, 7
delude, 10, 0
demise, 10, 31
demolish, 10, 24
denim, 10, 4
deplore, 10, 4
deploy, 10, 293
derivative, 10, 8
deserving, 10, 14
detector, 10, 24
detention, 10, 131
deterrent, 10, 21
devastating, 10, 112
dexterity, 10, 4
devout, 10, 7
diagnose, 10, 91
diarrhea, 10, 13
diesel, 10, 53
dietary, 10, 5
digestive, 10, 6
diminutive, 10, 7
disadvantaged, 10, 13
disable, 10, 19
discernible, 10, 2
disgraceful, 10, 8
discrepancy, 10, 16
dishonesty, 10, 10
disintegrate, 10, 14
dismantle, 10, 64
disorderly, 10, 6
dispel, 10, 19
disperse, 10, 51
disquiet, 10, 2
dissident, 10, 75
diversify, 10, 24
divisional, 10, 20
dominion, 10, 2
dormant, 10, 8
dripping, 10, 3
dropping, 10, 147
drummer, 10, 28
dual, 10, 98
duckling, 10, 0
duet, 10, 13
duo, 10, 71
dusky, 10, 0
dwindle, 10, 40
economize, 10, 3
eerie, 10, 10
egocentric, 10, 1
egotistic, 10, 0
eject, 10, 34
electorate, 10, 34
elicit, 10, 36
eligible, 10, 81
elude, 10, 23
elevated, 10, 35
elusive, 10, 42
embargo, 10, 95
embed, 10, 26
embryo, 10, 19
eminence, 10, 1
empirical, 10, 5
emulate, 10, 44
enact, 10, 61
encompass, 10, 19
endangered, 10, 35
engrave, 10, 4
engulf, 10, 22
enigmatic, 10, 11
entail, 10, 15
ensue, 10, 43
entitlement, 10, 8
envisage, 10, 37
envision, 10, 36
envoy, 10, 131
enzyme, 10, 4
equalize, 10, 19
eradicate, 10, 58
erection, 10, 0
erode, 10, 38
erosion, 10, 10
erratic, 10, 13
exaltation, 10, 0
exasperate, 10, 7
exemplify, 10, 13
exodus, 10, 17
existential, 10, 19
expectancy, 10, 30
expectant, 10, 8
exposition, 10, 6
expressly, 10, 4
expulsion, 10, 13
extraction, 10, 17
fabricate, 10, 17
facade, 10, 12
facet, 10, 14
facile, 10, 0
facing, 10, 449
fanatic, 10, 18
fateful, 10, 5
fatty, 10, 3
faulty, 10, 38
feasible, 10, 21
feign, 10, 11
ferocious, 10, 16
ferret, 10, 1
fervor, 10, 6
feudalism, 10, 0
fidelity, 10, 62
figurative, 10, 1
fineness, 10, 0
firing, 10, 166
fixing, 10, 81
flattering, 10, 6
flare, 10, 68
flank, 10, 34
flawless, 10, 18
flick, 10, 50
flicker, 10, 9
flint, 10, 9
flirt, 10, 16
flooring, 10, 3
flop, 10, 35
floppy, 10, 0
focal, 10, 18
flowering, 10, 7
foothold, 10, 17
foremost, 10, 35
foresight, 10, 2
forge, 10, 69
fortify, 10, 15
fortress, 10, 17
fracture, 10, 51
franchise, 10, 208
fragmentary, 10, 2
fraternity, 10, 18
fraught, 10, 30
fray, 10, 29
frenzy, 10, 20
freshwater, 10, 10
fret, 10, 13
frill, 10, 6
frosty, 10, 10
fugitive, 10, 21
fruitless, 10, 4
fumble, 10, 28
fume, 10, 15
fundraising, 10, 30
fungus, 10, 18
fuse, 10, 13
furnishing, 10, 4
gadget, 10, 87
gag, 10, 16
gallant, 10, 1
gape, 10, 9
gastric, 10, 2
gee, 10, 11
generality, 10, 1
genial, 10, 5
geometric, 10, 5
ghostly, 10, 4
gin, 10, 4
gig, 10, 45
gingerly, 10, 2
glamorous, 10, 19
glamour, 10, 11
gland, 10, 3
gloss, 10, 7
glossary, 10, 4
glossy, 10, 10
granite, 10, 12
gravitation, 10, 1
graveyard, 10, 4
grenade, 10, 65
greasy, 10, 3
greyhound, 10, 1
grievance, 10, 45
grimace, 10, 9
groove, 10, 9
groundless, 10, 4
guild, 10, 54
gymnastics, 10, 5
guiltless, 10, 0
hack, 10, 275
hale, 10, 22
hamper, 10, 78
handiwork, 10, 3
haughty, 10, 2
haunted, 10, 11
havoc, 10, 31
headteacher, 10, 0
heartache, 10, 3
heartbreak, 10, 15
heartless, 10, 3
heave, 10, 14
hectare, 10, 30
helm, 10, 55
herbal, 10, 4
hideous, 10, 5
hierarchical, 10, 4
hoard, 10, 19
hog, 10, 9
homely, 10, 0
homestead, 10, 2
huddle, 10, 30
hue, 10, 23
hype, 10, 39
hysteria, 10, 11
iceberg, 10, 25
imminent, 10, 70
immovable, 10, 1
impending, 10, 29
impediment, 10, 4
imperative, 10, 13
imperialist, 10, 5
impetus, 10, 22
implicate, 10, 28
improvise, 10, 22
inadvertently, 10, 27
inaugurate, 10, 14
inaugural, 10, 41
inauguration, 10, 12
incense, 10, 14
incomparable, 10, 3
incompetent, 10, 1
inconspicuous, 10, 6
incumbent, 10, 41
indefinite, 10, 11
indictment, 10, 28
indict, 10, 47
indigenous, 10, 43
indigestion, 10, 2
indistinct, 10, 1
inducement, 10, 0
infamous, 10, 46
inertia, 10, 6
infantry, 10, 10
infinity, 10, 1
inflammatory, 10, 12
inflate, 10, 64
influenza, 10, 21
influx, 10, 35
ingratitude, 10, 0
inhibition, 10, 1
injurious, 10, 0
inmate, 10, 118
instability, 10, 69
installment, 10, 30
innermost, 10, 2
insulate, 10, 18
insurer, 10, 96
interdependent, 10, 0
intermediary, 10, 10
interrogation, 10, 33
intriguing, 10, 27
invalidate, 10, 4
invariable, 10, 0
invert, 10, 3
investigative, 10, 41
invincible, 10, 7
invoke, 10, 31
ion, 10, 15
jargon, 10, 15
jeopardize, 10, 37
jolt, 10, 15
jumbo, 10, 4
lag, 10, 53
lamentable, 10, 0
lance, 10, 68
larva, 10, 14
latent, 10, 5
lather, 10, 1
laughable, 10, 4
laurel, 10, 13
lax, 10, 14
lawmaking, 10, 1
leaning, 10, 51
legality, 10, 15
legislator, 10, 43
leverage, 10, 64
levy, 10, 53
liaison, 10, 20
liberalize, 10, 15
lineup, 10, 164
lilac, 10, 2
liquidity, 10, 36
livestock, 10, 26
locust, 10, 0
loft, 10, 20
logo, 10, 65
longstanding, 10, 53
loot, 10, 49
loom, 10, 80
lousy, 10, 13
lull, 10, 24
magnificence, 10, 1
mainframe, 10, 6
malignant, 10, 5
malt, 10, 3
manageable, 10, 11
managerial, 10, 27
mandate, 10, 114
mandatory, 10, 55
mania, 10, 8
maniac, 10, 0
mantelpiece, 10, 1
manure, 10, 2
maritime, 10, 34
margarine, 10, 0
martyr, 10, 38
matching, 10, 51
maternity, 10, 33
mediation, 10, 16
melodramatic, 10, 2
mentor, 10, 61
mermaid, 10, 4
methodical, 10, 12
meticulous, 10, 9
methodology, 10, 20
microscopic, 10, 8
midland, 10, 10
midsummer, 10, 1
midwife, 10, 12
migrant, 10, 152
militia, 10, 295
millstone, 10, 0
mince, 10, 4
minimal, 10, 36
minutely, 10, 0
misconception, 10, 7
misconduct, 10, 34
mishap, 10, 6
modernism, 10, 0
moisten, 10, 1
modernist, 10, 4
molecular, 10, 43
momentous, 10, 9
monastery, 10, 10
monotone, 10, 2
monumental, 10, 21
moratorium, 10, 43
mortar, 10, 85
mosque, 10, 219
motel, 10, 7
mountaineer, 10, 1
motherly, 10, 0
muddle, 10, 11
mug, 10, 20
multicultural, 10, 8
mundane, 10, 15
muster, 10, 28
mutation, 10, 56
mystic, 10, 5
mythical, 10, 8
narcotic, 10, 43
naturalist, 10, 4
necessitate, 10, 4
neglectful, 10, 1
neon, 10, 17
neurotic, 10, 1
neutron, 10, 3
newsagent, 10, 2
niche, 10, 47
nomadic, 10, 9
nominee, 10, 254
nostalgia, 10, 26
noonday, 10, 0
notch, 10, 70
nuance, 10, 26
nymph, 10, 0
numb, 10, 13
oatmeal, 10, 8
objectionable, 10, 3
obliterate, 10, 8
oblivious, 10, 4
observant, 10, 4
occult, 10, 2
octave, 10, 1
onset, 10, 31
opportune, 10, 3
ornate, 10, 5
ordain, 10, 6
orthodoxy, 10, 9
oust, 10, 141
outburst, 10, 37
outcast, 10, 2
outright, 10, 58
outcry, 10, 36
outset, 10, 25
outweigh, 10, 34
overcrowd, 10, 12
overgrown, 10, 5
overhaul, 10, 87
overhear, 10, 4
overload, 10, 10
overpay, 10, 9
override, 10, 16
overrun, 10, 74
overpopulation, 10, 4
overstate, 10, 14
pacifist, 10, 17
padding, 10, 2
pageant, 10, 38
paradigm, 10, 15
paralysis, 10, 9
parameter, 10, 18
paramount, 10, 27
parch, 10, 0
parenthesis, 10, 1
parody, 10, 18
particularity, 10, 0
partisan, 10, 57
paternal, 10, 1
pastel, 10, 1
pawn, 10, 6
payoff, 10, 13
peacekeeping, 10, 47
peacetime, 10, 11
penal, 10, 16
pendant, 10, 1
pendulum, 10, 2
penis, 10, 4
pep, 10, 12
performing, 10, 142
peripheral, 10, 37
perplexity, 10, 0
perspiration, 10, 0
pertain, 10, 11
pertinent, 10, 11
pervasive, 10, 16
pervert, 10, 8
petticoat, 10, 0
phoenix, 10, 210
piss, 10, 5
phony, 10, 10
pitiless, 10, 0
plausible, 10, 9
plaything, 10, 1
pleasurable, 10, 4
plight, 10, 52
plunder, 10, 16
poise, 10, 8
poker, 10, 33
politic, 10, 0
polytechnic, 10, 3
porcelain, 10, 9
possessed, 10, 17
potter, 10, 43
powdery, 10, 1
practicable, 10, 0
praiseworthy, 10, 0
prawn, 10, 0
preclude, 10, 12
predictive, 10, 7
predator, 10, 29
predominantly, 10, 57
premiere, 10, 79
preoccupied, 10, 11
preoccupy, 10, 0
presumable, 10, 0
presumption, 10, 4
primal, 10, 17
procure, 10, 22
prod, 10, 21
projector, 10, 7
proliferation, 10, 22
promenade, 10, 3
proponent, 10, 31
proportionate, 10, 4
propriety, 10, 5
protectionism, 10, 3
proverbial, 10, 2
provocative, 10, 48
provisional, 10, 12
prowl, 10, 9
proximity, 10, 31
proxy, 10, 63
psychiatric, 10, 25
pulpit, 10, 4
punk, 10, 16
purport, 10, 53
pygmy, 10, 3
quarrelsome, 10, 0
quarry, 10, 5
quid, 10, 12
questionable, 10, 25
racecourse, 10, 12
radiate, 10, 0
ramble, 10, 3
ratify, 10, 16
raven, 10, 7
ration, 10, 23
reactive, 10, 11
reassurance, 10, 11
rebate, 10, 5
rebirth, 10, 5
rebound, 10, 484
receptive, 10, 8
recharge, 10, 13
recitation, 10, 2
reclaim, 10, 46
recourse, 10, 9
recurrent, 10, 4
reelect, 10, 0
referendum, 10, 58
refute, 10, 11
refurbish, 10, 12
regulator, 10, 293
regulatory, 10, 103
rehabilitate, 10, 16
relational, 10, 0
relativity, 10, 10
relegate, 10, 30
relent, 10, 11
relentless, 10, 41
reliant, 10, 22
remittance, 10, 13
repeal, 10, 19
repertoire, 10, 9
repetitive, 10, 15
repository, 10, 8
resell, 10, 5
reset, 10, 16
resin, 10, 3
resonance, 10, 21
restart, 10, 63
resumption, 10, 19
retard, 10, 0
retarded, 10, 1
rethink, 10, 33
retiring, 10, 60
retrieval, 10, 2
reunite, 10, 54
revere, 10, 45
reversible, 10, 0
reviewer, 10, 19
revert, 10, 15
revolutionize, 10, 18
rhyme, 10, 10
rift, 10, 51
rotary, 10, 5
royalist, 10, 9
rubble, 10, 36
rung, 10, 2
ruby, 10, 10
sabotage, 10, 20
safari, 10, 26
saga, 10, 36
sandstone, 10, 2
saturate, 10, 7
savor, 10, 11
scapegoat, 10, 16
scorch, 10, 22
scrawl, 10, 12
screaming, 10, 47
scribble, 10, 11
scrutinize, 10, 21
scurry, 10, 4
seamless, 10, 10
sear, 10, 7
secretarial, 10, 0
secretive, 10, 20
sedan, 10, 31
selector, 10, 12
semblance, 10, 4
semester, 10, 7
semicircle, 10, 1
seniority, 10, 8
sensual, 10, 7
sesame, 10, 12
sever, 10, 56
shaggy, 10, 6
sham, 10, 16
sheepish, 10, 2
shimmer, 10, 7
shipwreck, 10, 12
shortcoming, 10, 31
shorthand, 10, 2
showcase, 10, 78
showdown, 10, 36
shred, 10, 24
shroud, 10, 26
shuffle, 10, 12
shuttle, 10, 55
simmer, 10, 15
simplistic, 10, 16
simulate, 10, 18
skeptic, 10, 19
skull, 10, 75
slate, 10, 83
slick, 10, 26
sloppy, 10, 26
sluggish, 10, 61
smear, 10, 25
smock, 10, 0
smother, 10, 8
snowflake, 10, 3
snuff, 10, 7
socialization, 10, 0
solemnity, 10, 1
soot, 10, 1
solidarity, 10, 205
sorely, 10, 12
sparing, 10, 7
spasm, 10, 8
speculator, 10, 1
spawn, 10, 33
sperm, 10, 11
spout, 10, 4
sprout, 10, 12
spurt, 10, 9
stark, 10, 73
statutory, 10, 8
stipulate, 10, 16
stingy, 10, 11
sterling, 10, 135
stoke, 10, 372
stopover, 10, 2
stoppage, 10, 41
stub, 10, 3
strut, 10, 7
strenuous, 10, 1
stud, 10, 40
stunning, 10, 115
subculture, 10, 7
subdivide, 10, 1
subdivision, 10, 0
subsidize, 10, 11
substantive, 10, 15
suitor, 10, 15
sulfur, 10, 12
sunburn, 10, 2
superfluous, 10, 1
supposition, 10, 1
surveillance, 10, 193
surmount, 10, 1
surveyor, 10, 6
suspender, 10, 0
sustenance, 10, 3
swerve, 10, 4
symmetrical, 10, 1
symmetry, 10, 4
synthesis, 10, 2
syrup, 10, 8
tab, 10, 24
tactful, 10, 0
tactic, 10, 34
tactical, 10, 70
tee, 10, 49
tangle, 10, 11
televise, 10, 25
tenure, 10, 61
termination, 10, 8
thee, 10, 1
terminus, 10, 0
theology, 10, 10
theoretically, 10, 10
therapeutic, 10, 11
throb, 10, 2
timidity, 10, 1
tingle, 10, 5
tinker, 10, 15
tint, 10, 3
toddler, 10, 28
toothless, 10, 4
tract, 10, 34
topple, 10, 107
trance, 10, 1
tranquility, 10, 12
transact, 10, 1
transcend, 10, 17
transcontinental, 10, 0
transient, 10, 3
transistor, 10, 3
trauma, 10, 34
treachery, 10, 2
treatise, 10, 2
trek, 10, 30
trespass, 10, 2
trimming, 10, 6
turbulence, 10, 25
ulcer, 10, 2
ultraviolet, 10, 4
unaccountable, 10, 3
unambiguous, 10, 4
unauthorized, 10, 25
unbeaten, 10, 89
uncompromising, 10, 9
uncontrolled, 10, 5
undercover, 10, 26
undercut, 10, 19
underway, 10, 93
underside, 10, 6
unforeseen, 10, 10
unionist, 10, 2
underwrite, 10, 11
unorthodox, 10, 6
unparalleled, 10, 10
unprofitable, 10, 16
unspoken, 10, 2
unthinkable, 10, 18
untouched, 10, 13
upheaval, 10, 47
uprising, 10, 171
urine, 10, 20
upside, 10, 40
usable, 10, 10
usher, 10, 50
utilitarian, 10, 1
variant, 10, 22
varnish, 10, 0
vault, 10, 22
veal, 10, 0
venerable, 10, 8
ventilate, 10, 2
venue, 10, 262
versatile, 10, 16
veto, 10, 125
vex, 10, 4
vicar, 10, 4
viable, 10, 57
vile, 10, 5
vintage, 10, 27
visibility, 10, 31
visionary, 10, 9
vista, 10, 4
volatile, 10, 78
volley, 10, 106
wade, 10, 53
wager, 10, 7
warlike, 10, 0
wary, 10, 60
wedge, 10, 18
wee, 10, 5
wharf, 10, 8
weld, 10, 6
weighty, 10, 6
whim, 10, 6
wig, 10, 7
wince, 10, 7
wistful, 10, 4
woo, 10, 18
wooded, 10, 8
wreckage, 10, 81
wrench, 10, 7
wrestle, 10, 24
wrestler, 10, 43
wretch, 10, 0
wry, 10, 10
yoga, 10, 33
zoological, 10, 3
abbey, 11, 80
aberration, 11, 4
abet, 11, 10
abiding, 11, 7
ablaze, 11, 11
abstinence, 11, 13
abrasive, 11, 3
abyss, 11, 6
accomplice, 11, 47
accrue, 11, 7
acquittal, 11, 6
acquit, 11, 20
acronym, 11, 44
acumen, 11, 2
adamant, 11, 15
admonish, 11, 8
adjoining, 11, 6
adultery, 11, 4
adrift, 11, 20
affable, 11, 5
affiliated, 11, 85
aggrieved, 11, 11
airborne, 11, 21
ailing, 11, 48
alias, 11, 16
align, 11, 58
alleviate, 11, 26
alluring, 11, 6
allusion, 11, 3
altruism, 11, 1
alumnus, 11, 23
ambivalent, 11, 9
anemia, 11, 0
amply, 11, 2
anesthesia, 11, 2
anesthetic, 11, 0
anew, 11, 15
animosity, 11, 20
annex, 11, 44
annuity, 11, 11
annul, 11, 10
ante, 11, 8
anomaly, 11, 25
anthem, 11, 45
antidote, 11, 9
antipathy, 11, 9
apocalypse, 11, 23
antiquated, 11, 6
apostle, 11, 0
appease, 11, 20
apprehensive, 11, 4
arbor, 11, 5
arcane, 11, 6
archipelago, 11, 17
aria, 11, 2
arid, 11, 5
ark, 11, 1
arson, 11, 14
arthritis, 11, 2
ascendancy, 11, 9
aspen, 11, 4
assortment, 11, 3
asteroid, 11, 191
astute, 11, 6
asylum, 11, 91
attrition, 11, 5
audacious, 11, 20
audacity, 11, 3
aura, 11, 9
austere, 11, 15
austerity, 11, 351
autocratic, 11, 9
avenge, 11, 54
avid, 11, 12
backer, 11, 52
backlash, 11, 71
backdrop, 11, 41
baggy, 11, 7
balk, 11, 27
bane, 11, 2
banter, 11, 6
barbed, 11, 14
bard, 11, 2
baroque, 11, 9
barrage, 11, 32
bask, 11, 6
bastion, 11, 7
battalion, 11, 26
beacon, 11, 22
bedrock, 11, 10
beguile, 11, 0
belligerent, 11, 2
bemoan, 11, 13
benchmark, 11, 148
benefactor, 11, 3
bidder, 11, 18
bigotry, 11, 7
biopsy, 11, 2
birch, 11, 1
blatant, 11, 23
blight, 11, 19
blister, 11, 33
blurt, 11, 0
bluff, 11, 11
boardroom, 11, 22
bogus, 11, 8
boisterous, 11, 8
bombard, 11, 15
bombardment, 11, 24
boomer, 11, 65
booty, 11, 6
botch, 11, 8
booze, 11, 5
bounty, 11, 17
bower, 11, 0
brandish, 11, 24
brash, 11, 8
bravado, 11, 1
brawl, 11, 15
brazen, 11, 11
breathtaking, 11, 8
brethren, 11, 3
bullish, 11, 19
buffer, 11, 30
brittle, 11, 7
bun, 11, 18
buoyant, 11, 17
burgeon, 11, 22
burly, 11, 9
burnish, 11, 8
burrow, 11, 7
buttress, 11, 7
buyout, 11, 14
cache, 11, 22
cadet, 11, 8
calculus, 11, 9
caliber, 11, 41
canine, 11, 21
canny, 11, 4
capitalize, 11, 42
capitulate, 11, 9
cardiac, 11, 27
carcass, 11, 16
cardiovascular, 11, 9
cartel, 11, 39
caste, 11, 4
catalyst, 11, 34
catapult, 11, 28
caucus, 11, 19
centennial, 11, 6
centerpiece, 11, 17
chaplain, 11, 4
charred, 11, 32
chasten, 11, 5
chasm, 11, 12
chide, 11, 10
choreographer, 11, 3
chromosome, 11, 4
circumvent, 11, 18
citation, 11, 8
civility, 11, 1
clamor, 11, 8
clamp, 11, 18
cleric, 11, 103
clandestine, 11, 15
clientele, 11, 11
clinch, 11, 93
clot, 11, 5
clout, 11, 20
clutter, 11, 16
coalesce, 11, 6
cobble, 11, 12
coffer, 11, 13
cohort, 11, 9
collateral, 11, 17
colt, 11, 11
comatose, 11, 2
combo, 11, 12
comer, 11, 2
commandment, 11, 1
commando, 11, 42
communique, 11, 2
compilation, 11, 11
complacency, 11, 27
comptroller, 11, 7
complicity, 11, 13
concerted, 11, 26
concerto, 11, 4
concoct, 11, 4
confederate, 11, 3
condone, 11, 28
confiscate, 11, 33
conflagration, 11, 6
conglomerate, 11, 28
conjure, 11, 13
conservationist, 11, 26
connoisseur, 11, 4
consummate, 11, 2
containment, 11, 11
contemplative, 11, 3
contingency, 11, 28
contentious, 11, 56
contingent, 11, 40
continuum, 11, 6
contraception, 11, 28
contraceptive, 11, 15
contrition, 11, 6
conundrum, 11, 11
convent, 11, 12
convergence, 11, 4
cornerstone, 11, 17
cooper, 11, 165
coronary, 11, 5
corporal, 11, 3
corpus, 11, 2
corroborate, 11, 15
corrosive, 11, 5
cortex, 11, 7
courthouse, 11, 17
counterfeit, 11, 46
courtship, 11, 3
covert, 11, 25
coy, 11, 8
crackdown, 11, 174
crackle, 11, 0
crap, 11, 1
crate, 11, 7
crony, 11, 3
crumple, 11, 4
cuff, 11, 20
cub, 11, 15
culinary, 11, 17
cull, 11, 32
cumbersome, 11, 12
culmination, 11, 16
curator, 11, 27
curt, 11, 2
curtail, 11, 35
cutback, 11, 24
cynic, 11, 3
cynicism, 11, 13
czar, 11, 2
daunting, 11, 31
dearth, 11, 8
debase, 11, 4
debacle, 11, 13
debilitate, 11, 6
decipher, 11, 22
decor, 11, 4
defamation, 11, 25
defection, 11, 26
deference, 11, 7
deflate, 11, 113
deft, 11, 11
defunct, 11, 27
degenerate, 11, 9
deity, 11, 4
deluge, 11, 8
delve, 11, 15
demeanor, 11, 14
dementia, 11, 41
demographic, 11, 62
demolition, 11, 22
demur, 11, 5
denomination, 11, 0
dent, 11, 41
deplete, 11, 24
deport, 11, 83
deportation, 11, 62
depose, 11, 20
deride, 11, 15
derision, 11, 14
destitute, 11, 10
deterioration, 11, 33
devaluation, 11, 9
devious, 11, 1
devolve, 11, 30
diabetic, 11, 4
diaper, 11, 18
dictum, 11, 0
dire, 11, 47
disband, 11, 20
discretionary, 11, 8
disgruntled, 11, 18
disintegration, 11, 7
disparage, 11, 12
disparate, 11, 8
disparity, 11, 30
distraught, 11, 5
disproportionate, 11, 9
divulge, 11, 12
doctorate, 11, 4
doe, 11, 22
dogged, 11, 22
dolly, 11, 4
dope, 11, 176
dour, 11, 7
downplay, 11, 37
downright, 11, 13
drab, 11, 3
drape, 11, 20
drawl, 11, 5
dredge, 11, 5
drone, 11, 548
drench, 11, 3
duct, 11, 11
eclectic, 11, 5
duel, 11, 22
edifice, 11, 1
efficacy, 11, 6
elf, 11, 3
eligibility, 11, 5
emanate, 11, 10
embroil, 11, 40
embodiment, 11, 9
empathy, 11, 16
enactment, 11, 8
endear, 11, 9
enclave, 11, 35
endemic, 11, 21
enigma, 11, 5
ensemble, 11, 42
entourage, 11, 31
entreat, 11, 0
entrench, 11, 13
epicenter, 11, 16
epitaph, 11, 0
eschew, 11, 14
espouse, 11, 7
espionage, 11, 30
etch, 11, 11
ethereal, 11, 5
ethos, 11, 6
euphemism, 11, 8
euphoria, 11, 14
evangelical, 11, 10
euthanasia, 11, 0
evangelist, 11, 5
evasion, 11, 27
evasive, 11, 3
evocative, 11, 4
exacerbate, 11, 41
exacting, 11, 4
excise, 11, 2
exemplary, 11, 5
exhale, 11, 9
exhilarate, 11, 6
exhort, 11, 6
expatriate, 11, 7
extol, 11, 7
extradition, 11, 79
extremist, 11, 602
exuberant, 11, 5
exult, 11, 2
falcon, 11, 35
farce, 11, 10
fathom, 11, 7
fawn, 11, 1
ferment, 11, 9
ferocity, 11, 7
fervent, 11, 4
fetus, 11, 7
feud, 11, 24
fiasco, 11, 5
fiat, 11, 27
fickle, 11, 8
fiddle, 11, 7
fin, 11, 15
financier, 11, 21
firearm, 11, 64
finesse, 11, 7
flagrant, 11, 2
flagship, 11, 58
flamboyant, 11, 9
flaunt, 11, 3
fledgling, 11, 22
fleeting, 11, 13
flex, 11, 14
flimsy, 11, 8
flounder, 11, 9
flirtation, 11, 4
fluorescent, 11, 26
fluke, 11, 12
flurry, 11, 40
flux, 11, 6
fodder, 11, 16
fondle, 11, 1
footage, 11, 177
foray, 11, 26
footing, 11, 28
forcing, 11, 147
foreman, 11, 11
forensic, 11, 74
forestall, 11, 3
forgo, 11, 26
forlorn, 11, 6
forthright, 11, 3
fragmentation, 11, 8
frigid, 11, 9
fraternal, 11, 1
fraudulent, 11, 22
frolic, 11, 1
funk, 11, 33
funnel, 11, 12
furor, 11, 8
furrow, 11, 2
gala, 11, 22
gall, 11, 8
garland, 11, 11
galvanize, 11, 8
garner, 11, 86
garrison, 11, 11
gauntlet, 11, 4
genealogy, 11, 0
genesis, 11, 7
genetics, 11, 25
genital, 11, 6
genteel, 11, 0
ghastly, 11, 2
ghetto, 11, 16
giddy, 11, 4
gild, 11, 4
glean, 11, 13
glee, 11, 17
glib, 11, 2
glimmer, 11, 10
glowing, 11, 11
gloat, 11, 1
glum, 11, 4
glut, 11, 28
gnaw, 11, 2
goldsmith, 11, 1
goad, 11, 6
goody, 11, 4
gouge, 11, 8
graffiti, 11, 23
graft, 11, 36
grandiose, 11, 2
grapple, 11, 40
gregarious, 11, 5
grid, 11, 53
grit, 11, 19
grope, 11, 1
grouse, 11, 8
grudge, 11, 7
grudging, 11, 6
grueling, 11, 14
grunt, 11, 3
gruesome, 11, 28
guise, 11, 8
hallmark, 11, 23
halo, 11, 20
hallucination, 11, 7
handcuff, 11, 31
hapless, 11, 3
harrowing, 11, 21
hassle, 11, 16
harry, 11, 194
headlong, 11, 1
heady, 11, 6
heather, 11, 58
hearten, 11, 17
hefty, 11, 43
hegemony, 11, 1
hepatitis, 11, 17
heresy, 11, 2
heyday, 11, 9
heterosexual, 11, 4
hiatus, 11, 22
hilarious, 11, 16
hindsight, 11, 13
homicide, 11, 23
homage, 11, 21
hoax, 11, 52
hone, 11, 40
horde, 11, 8
horrendous, 11, 16
hulk, 11, 12
hub, 11, 121
hull, 11, 246
humiliating, 11, 14
hump, 11, 4
hurtle, 11, 13
hunch, 11, 18
hustle, 11, 17
hyperbole, 11, 3
hypertension, 11, 2
idiosyncratic, 11, 10
idyllic, 11, 7
ignite, 11, 28
illicit, 11, 27
impart, 11, 5
impasse, 11, 24
impeccable, 11, 6
impede, 11, 11
implacable, 11, 0
implant, 11, 43
imposition, 11, 6
impoverished, 11, 39
impromptu, 11, 13
impunity, 11, 33
incarnation, 11, 7
incendiary, 11, 7
incest, 11, 1
incite, 11, 66
incompetence, 11, 7
incriminate, 11, 5
indelible, 11, 8
inept, 11, 6
inexorable, 11, 4
inferno, 11, 9
infest, 11, 6
inflame, 11, 16
informant, 11, 19
infrared, 11, 19
infringement, 11, 16
infusion, 11, 12
innocuous, 11, 15
injunction, 11, 4
inhale, 11, 15
inoculation, 11, 9
insatiable, 11, 10
insidious, 11, 6
insolvent, 11, 6
insinuate, 11, 5
instill, 11, 17
insurgent, 11, 231
insurrection, 11, 7
intestinal, 11, 4
inter, 11, 79
intractable, 11, 8
intravenous, 11, 4
intrepid, 11, 3
introspective, 11, 5
inundate, 11, 7
irate, 11, 4
jab, 11, 18
jagged, 11, 2
jay, 11, 116
jeopardy, 11, 21
jettison, 11, 8
jubilant, 11, 13
jumble, 11, 4
junta, 11, 43
knack, 11, 11
labyrinth, 11, 8
lama, 11, 77
languish, 11, 21
laud, 11, 29
launder, 11, 8
laureate, 11, 25
leach, 11, 15
legion, 11, 65
leisurely, 11, 3
leukemia, 11, 21
lewd, 11, 3
lexicon, 11, 2
libel, 11, 6
liken, 11, 34
lineage, 11, 6
lingerie, 11, 22
loathe, 11, 5
